edad_ingreso,promedio_academico,materias_reprobadas,distancia_hogar_ies_km,puntaje_icfes_percentil,sexo,estado_civil,zona_residencia,departamento,nivel_educativo_padre,nivel_educativo_madre,sector_ies,nivel_formacion,metodologia,area_conocimiento,semestre_cursado,estrato_socioeconomico,anio_registro,trabaja_mientras_estudia,beneficiario_icetex,beneficiario_beca
22,2.27,1,6.04,41,Mujer,Soltero,Urbana,Boyacá,Bachillerato,Universitario,Privado,Universitario,Presencial,Ciencias de la salud,7,3,2023,0,0,0
18,3.52,1,6.73,54,Mujer,Soltero,Urbana,Atlántico,Primaria,Bachillerato,Privado,Universitario,Distancia tradicional,"Economia, administracion, contaduria y afines",8,1,2024,0,0,0
18,3.18,0,15.05,70,Hombre,Union libre,Urbana,Santander,Tecnico,Primaria,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",12,2,2023,0,0,0
19,3.16,3,13.36,60,Mujer,Soltero,Urbana,Bogotá D.C.,Primaria,Tecnico,Publico,Tecnico profesional,Presencial,"Economia, administracion, contaduria y afines",12,3,2024,1,0,0
25,3.56,1,10.23,63,Mujer,Soltero,Urbana,Risaralda,Universitario,Universitario,Publico,Universitario,Virtual,"Ingenieria, arquitectura, urbanismo y afines",10,4,2021,1,1,0
15,4.07,0,3.28,65,Mujer,Soltero,Rural,Nariño,Primaria,Bachillerato,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",7,3,2022,0,0,1
16,3.4,1,7.54,45,Hombre,Soltero,Urbana,Cauca,Primaria,Primaria,Publico,Universitario,Presencial,Matematicas y ciencias naturales,2,5,2022,0,0,0
16,2.94,2,4.46,62,Hombre,Union libre,Urbana,Nariño,Bachillerato,Universitario,Privado,Tecnologico,Virtual,"Ingenieria, arquitectura, urbanismo y afines",2,5,2025,0,0,0
24,2.62,4,17.69,32,Mujer,Soltero,Urbana,Bolívar,Bachillerato,Tecnico,Publico,Tecnologico,Presencial,Ciencias sociales y humanas,7,3,2024,0,0,0
22,2.04,4,2.38,43,Hombre,Soltero,Urbana,Antioquia,Bachillerato,Bachillerato,Publico,Universitario,Presencial,Ciencias de la educacion,5,1,2024,0,0,0
21,3.63,2,2.32,65,Hombre,Soltero,Urbana,Valle del Cauca,Bachillerato,Posgrado,Privado,Universitario,Presencial,Ciencias sociales y humanas,1,4,2024,0,0,0
15,2.86,1,15.61,34,Hombre,Otro,Urbana,Bogotá D.C.,Tecnico,Primaria,Publico,Tecnologico,Distancia tradicional,Ciencias de la salud,11,2,2023,0,0,0
21,3.55,0,7.76,57,Hombre,Union libre,Rural,Cesar,Bachillerato,Universitario,Publico,Tecnico profesional,Presencial,Ciencias de la salud,7,6,2025,1,0,0
17,3.02,0,5.22,63,Hombre,Soltero,Urbana,Cauca,Primaria,Bachillerato,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",8,2,2025,0,0,0
22,3.55,0,5.85,63,Mujer,Soltero,Urbana,Antioquia,Bachillerato,Primaria,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",3,5,2024,1,1,0
24,2.81,1,3.75,37,Hombre,Soltero,Rural,Arauca,Primaria,Universitario,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",11,3,2023,0,0,0
21,3.5,3,10.42,47,Mujer,Soltero,Urbana,Valle del Cauca,Primaria,Primaria,Publico,Tecnologico,Presencial,Bellas artes,6,1,2023,0,1,1
15,3.76,0,3.19,54,Hombre,Union libre,Urbana,Caldas,Universitario,Tecnico,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",9,2,2022,1,0,0
19,2.67,2,7.53,73,Hombre,Soltero,Rural,Antioquia,Bachillerato,Bachillerato,Publico,Tecnico profesional,Presencial,Matematicas y ciencias naturales,2,2,2025,0,0,1
27,3.39,3,6.16,60,Hombre,Soltero,Urbana,Bogotá D.C.,Universitario,Primaria,Privado,Universitario,Virtual,"Economia, administracion, contaduria y afines",6,2,2023,0,0,0
25,3.89,1,12.03,58,Mujer,Soltero,Urbana,Antioquia,Primaria,Bachillerato,Publico,Tecnologico,Presencial,Ciencias de la salud,4,5,2024,0,0,0
18,2.49,3,13.77,22,Mujer,Soltero,Urbana,Nariño,Universitario,Tecnico,Privado,Tecnico profesional,Presencial,Matematicas y ciencias naturales,2,1,2022,0,1,0
18,3.21,0,25.55,54,Mujer,Soltero,Urbana,Antioquia,Posgrado,Bachillerato,Privado,Universitario,Presencial,Ciencias sociales y humanas,6,4,2023,0,0,0
15,3.49,2,1.85,40,Hombre,Soltero,Urbana,Bogotá D.C.,Primaria,Bachillerato,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",4,2,2024,0,0,0
15,3.29,1,4.54,43,Hombre,Soltero,Rural,Cundinamarca,Posgrado,Bachillerato,Publico,Universitario,Virtual,Ciencias de la salud,1,2,2023,0,0,0
26,3.41,1,14.49,74,Hombre,Soltero,Urbana,Cundinamarca,Universitario,Universitario,Privado,Tecnologico,Presencial,"Economia, administracion, contaduria y afines",9,2,2025,0,0,1
20,4.1,0,4.2,61,Hombre,Soltero,Rural,Bogotá D.C.,Primaria,Primaria,Privado,Universitario,Presencial,Ciencias sociales y humanas,12,2,2023,0,1,0
19,4.02,0,10.79,79,Mujer,Soltero,Urbana,Nariño,Tecnico,Tecnico,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",11,3,2024,1,0,0
20,3.67,0,17.93,65,Mujer,Union libre,Urbana,Córdoba,Ninguno,Tecnico,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",4,3,2025,0,1,0
26,3.56,1,4.69,60,Hombre,Soltero,Urbana,Risaralda,Bachillerato,Bachillerato,Privado,Universitario,Distancia tradicional,"Economia, administracion, contaduria y afines",5,1,2024,0,1,0
19,3.88,1,3.23,77,Mujer,Soltero,Rural,Córdoba,Tecnico,Posgrado,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",9,2,2023,0,1,1
21,2.95,2,12.35,9,Hombre,Soltero,Urbana,Boyacá,Primaria,Ninguno,Publico,Tecnico profesional,Presencial,Matematicas y ciencias naturales,5,2,2025,0,1,0
20,3.47,2,3.67,74,Mujer,Soltero,Urbana,Valle del Cauca,Bachillerato,Primaria,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",6,3,2023,0,0,0
18,2.6,1,8.64,37,Mujer,Soltero,Urbana,Valle del Cauca,Bachillerato,Bachillerato,Publico,Universitario,Presencial,Ciencias de la salud,10,2,2024,0,0,0
20,2.57,3,0.71,53,Hombre,Union libre,Urbana,Bogotá D.C.,Tecnico,Primaria,Publico,Tecnico profesional,Presencial,"Economia, administracion, contaduria y afines",12,2,2023,1,0,0
15,3.46,1,29.97,72,Mujer,Soltero,Rural,Norte de Santander,Bachillerato,Tecnico,Publico,Tecnico profesional,Presencial,Ciencias sociales y humanas,3,1,2024,0,0,0
15,3.44,2,2.34,58,Mujer,Soltero,Urbana,Bogotá D.C.,Primaria,Bachillerato,Privado,Universitario,Virtual,"Agronomia, veterinaria y afines",6,6,2025,1,0,0
20,4.69,0,8.45,80,Hombre,Soltero,Urbana,Bogotá D.C.,Bachillerato,Bachillerato,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",6,1,2024,0,0,0
20,3.91,1,5.89,87,Hombre,Soltero,Urbana,Atlántico,Bachillerato,Bachillerato,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",10,4,2023,1,0,0
19,3.9,1,36.69,98,Hombre,Soltero,Urbana,Bogotá D.C.,Primaria,Bachillerato,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",12,3,2023,0,0,0
19,3.44,2,13.09,62,Hombre,Soltero,Urbana,Atlántico,Bachillerato,Tecnico,Publico,Universitario,Presencial,Ciencias sociales y humanas,3,1,2022,1,1,0
25,4.27,0,17.78,81,Mujer,Otro,Urbana,Bolívar,Tecnico,Tecnico,Privado,Universitario,Virtual,Ciencias sociales y humanas,8,1,2023,0,0,0
23,2.43,2,4.77,26,Hombre,Soltero,Urbana,Antioquia,Primaria,Bachillerato,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",9,1,2022,0,0,0
22,3.43,0,4.66,77,Mujer,Soltero,Urbana,Córdoba,Bachillerato,Primaria,Publico,Universitario,Presencial,Matematicas y ciencias naturales,3,3,2024,0,1,0
16,3.3,0,13.65,61,Hombre,Soltero,Urbana,Santander,Ninguno,Universitario,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",10,3,2022,0,0,0
15,2.75,0,10.63,26,Hombre,Soltero,Urbana,Huila,Primaria,Primaria,Publico,Universitario,Presencial,Bellas artes,2,6,2025,1,0,1
19,3.42,0,2.79,39,Mujer,Otro,Urbana,Atlántico,Ninguno,Ninguno,Privado,Tecnico profesional,Presencial,Ciencias de la salud,8,3,2021,1,1,0
20,3.06,1,5.25,42,Hombre,Soltero,Urbana,Quindío,Primaria,Bachillerato,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",9,1,2023,0,0,0
22,2.94,1,4.14,52,Hombre,Soltero,Rural,Bogotá D.C.,Bachillerato,Universitario,Publico,Tecnologico,Presencial,"Ingenieria, arquitectura, urbanismo y afines",5,3,2024,0,0,1
19,4.01,0,11.57,56,Mujer,Union libre,Urbana,Nariño,Bachillerato,Bachillerato,Privado,Universitario,Presencial,Ciencias de la educacion,5,2,2024,1,0,0
25,2.67,3,21.32,46,Mujer,Soltero,Urbana,Santander,Posgrado,Primaria,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",7,3,2021,1,0,0
16,3.41,3,3.66,73,Mujer,Soltero,Urbana,Santander,Bachillerato,Posgrado,Privado,Tecnologico,Distancia tradicional,"Economia, administracion, contaduria y afines",12,3,2023,0,1,0
21,3.91,1,10.05,60,Mujer,Union libre,Urbana,Bogotá D.C.,Ninguno,Bachillerato,Publico,Universitario,Presencial,Ciencias sociales y humanas,4,3,2022,0,0,0
28,3.06,3,3.37,38,Hombre,Soltero,Urbana,Antioquia,Primaria,Bachillerato,Publico,Universitario,Distancia tradicional,"Economia, administracion, contaduria y afines",10,2,2024,1,0,0
16,3.15,3,6.2,73,Mujer,Soltero,Urbana,Santander,Primaria,Tecnico,Publico,Tecnologico,Presencial,Bellas artes,11,3,2023,1,0,1
17,3.65,0,6.81,35,Mujer,Union libre,Urbana,Bogotá D.C.,Bachillerato,Tecnico,Publico,Tecnologico,Presencial,"Economia, administracion, contaduria y afines",5,3,2022,0,0,0
21,2.84,2,1.06,33,Mujer,Soltero,Urbana,Bogotá D.C.,Bachillerato,Primaria,Privado,Tecnico profesional,Presencial,"Economia, administracion, contaduria y afines",11,3,2022,0,0,0
17,3.92,0,6.54,43,Mujer,Soltero,Urbana,Magdalena,Tecnico,Bachillerato,Privado,Universitario,Presencial,Ciencias de la salud,10,1,2023,1,0,0
16,2.71,1,72.62,50,Hombre,Soltero,Urbana,Nariño,Tecnico,Universitario,Publico,Universitario,Virtual,Ciencias de la salud,3,2,2024,0,0,0
18,3.49,1,20.86,71,Mujer,Soltero,Urbana,Nariño,Universitario,Bachillerato,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",6,3,2025,1,0,0
23,2.32,2,4.13,58,Hombre,Casado,Urbana,Caldas,Bachillerato,Primaria,Privado,Universitario,Presencial,Ciencias sociales y humanas,6,2,2023,0,0,1
18,3.23,0,14.32,52,Hombre,Soltero,Urbana,Bogotá D.C.,Ninguno,Ninguno,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",5,2,2024,1,1,0
24,2.63,2,20.54,59,Mujer,Soltero,Urbana,Cundinamarca,Primaria,Primaria,Publico,Universitario,Presencial,Matematicas y ciencias naturales,5,1,2023,0,0,1
21,3.53,2,13.8,69,Mujer,Soltero,Urbana,Boyacá,Primaria,Bachillerato,Privado,Tecnologico,Virtual,"Ingenieria, arquitectura, urbanismo y afines",6,2,2022,1,1,0
15,4.01,0,13.02,59,Mujer,Soltero,Urbana,Bogotá D.C.,Primaria,Bachillerato,Publico,Tecnico profesional,Presencial,"Economia, administracion, contaduria y afines",12,6,2025,1,1,0
21,3.35,2,5.06,53,Mujer,Soltero,Rural,Bogotá D.C.,Bachillerato,Bachillerato,Publico,Universitario,Presencial,Bellas artes,7,4,2025,1,1,0
22,3.44,3,9.42,58,Hombre,Casado,Urbana,Santander,Bachillerato,Tecnico,Privado,Universitario,Presencial,"Agronomia, veterinaria y afines",7,5,2024,0,0,0
20,3.63,1,3.86,44,Mujer,Soltero,Urbana,Atlántico,Bachillerato,Primaria,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",10,5,2023,1,0,1
17,3.73,0,11.12,50,Hombre,Soltero,Urbana,Tolima,Primaria,Bachillerato,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",5,4,2021,0,0,0
16,4.42,0,11.77,78,Mujer,Soltero,Urbana,Valle del Cauca,Ninguno,Bachillerato,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",7,2,2025,0,0,0
16,3.17,3,3.99,51,Hombre,Union libre,Urbana,Bogotá D.C.,Primaria,Bachillerato,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",9,3,2025,1,0,1
22,1.95,4,8.31,23,Mujer,Soltero,Rural,Valle del Cauca,Bachillerato,Universitario,Publico,Universitario,Virtual,"Economia, administracion, contaduria y afines",2,3,2022,0,0,0
21,4.2,1,14.81,67,Hombre,Soltero,Urbana,Magdalena,Bachillerato,Universitario,Privado,Tecnologico,Distancia tradicional,"Ingenieria, arquitectura, urbanismo y afines",12,2,2023,0,0,0
19,2.01,0,1.37,8,Mujer,Union libre,Rural,Valle del Cauca,Primaria,Bachillerato,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",8,1,2025,0,0,1
18,3.03,1,12.3,37,Mujer,Otro,Urbana,Huila,Primaria,Ninguno,Publico,Universitario,Presencial,Bellas artes,3,5,2022,0,0,0
24,3.26,0,13.04,39,Hombre,Soltero,Urbana,Chocó,Tecnico,Posgrado,Privado,Universitario,Presencial,Matematicas y ciencias naturales,7,2,2023,0,0,0
19,3.61,1,6.66,73,Mujer,Soltero,Urbana,Bogotá D.C.,Ninguno,Primaria,Publico,Universitario,Distancia tradicional,"Agronomia, veterinaria y afines",8,4,2025,0,0,0
26,3.3,1,15.99,68,Mujer,Soltero,Urbana,Antioquia,Tecnico,Bachillerato,Privado,Universitario,Presencial,Matematicas y ciencias naturales,8,2,2021,1,0,0
21,3.92,1,7.07,75,Mujer,Union libre,Urbana,Caldas,Bachillerato,Posgrado,Privado,Universitario,Distancia tradicional,"Ingenieria, arquitectura, urbanismo y afines",10,2,2024,0,0,0
18,4.34,0,7.66,84,Hombre,Soltero,Urbana,Atlántico,Universitario,Tecnico,Publico,Tecnico profesional,Presencial,"Economia, administracion, contaduria y afines",11,2,2021,1,0,0
16,3.4,1,23.25,50,Mujer,Soltero,Urbana,Bogotá D.C.,Universitario,Bachillerato,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",9,2,2025,1,0,0
18,3.14,2,32.38,41,Mujer,Union libre,Urbana,Cesar,Primaria,Tecnico,Privado,Universitario,Presencial,Ciencias de la educacion,11,2,2024,1,0,1
18,3.26,1,7.9,76,Mujer,Soltero,Urbana,Atlántico,Universitario,Tecnico,Publico,Tecnologico,Presencial,"Economia, administracion, contaduria y afines",12,2,2025,0,1,1
15,3.1,1,1.51,44,Mujer,Soltero,Urbana,Atlántico,Posgrado,Bachillerato,Publico,Universitario,Distancia tradicional,Ciencias sociales y humanas,8,1,2022,0,0,0
15,3.43,2,7.99,51,Hombre,Otro,Urbana,Atlántico,Tecnico,Primaria,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",6,3,2022,0,0,0
21,3.01,1,13.34,49,Mujer,Soltero,Urbana,Bogotá D.C.,Tecnico,Primaria,Publico,Tecnologico,Virtual,"Agronomia, veterinaria y afines",1,1,2025,1,0,0
16,3.28,1,27.71,57,Mujer,Soltero,Urbana,Atlántico,Bachillerato,Bachillerato,Publico,Universitario,Presencial,"Agronomia, veterinaria y afines",5,1,2023,0,0,0
21,3.33,0,7.77,62,Mujer,Soltero,Rural,Antioquia,Primaria,Universitario,Publico,Universitario,Virtual,Ciencias sociales y humanas,9,2,2025,1,0,0
16,3.08,1,16.4,59,Mujer,Casado,Rural,Magdalena,Bachillerato,Primaria,Privado,Tecnologico,Presencial,"Economia, administracion, contaduria y afines",11,2,2022,0,0,0
17,2.89,1,15.24,58,Hombre,Soltero,Urbana,Antioquia,Primaria,Primaria,Publico,Tecnologico,Presencial,"Ingenieria, arquitectura, urbanismo y afines",10,4,2025,1,0,0
21,3.8,0,16.75,68,Hombre,Soltero,Urbana,Antioquia,Bachillerato,Primaria,Publico,Tecnologico,Presencial,Ciencias de la educacion,8,2,2024,0,1,0
19,3.33,1,2.19,45,Mujer,Soltero,Rural,Quindío,Ninguno,Universitario,Privado,Universitario,Virtual,Ciencias de la salud,2,1,2025,0,1,0
22,3.86,0,12.8,76,Mujer,Soltero,Urbana,Valle del Cauca,Primaria,Universitario,Privado,Universitario,Presencial,Ciencias sociales y humanas,11,3,2024,0,0,0
25,4.18,0,5.45,47,Mujer,Soltero,Urbana,Boyacá,Primaria,Primaria,Privado,Universitario,Virtual,"Ingenieria, arquitectura, urbanismo y afines",10,5,2024,1,0,0
19,3.3,1,11.27,75,Hombre,Union libre,Urbana,Cundinamarca,Primaria,Primaria,Publico,Tecnico profesional,Presencial,"Ingenieria, arquitectura, urbanismo y afines",3,3,2024,1,0,0
16,2.94,1,9.42,75,Hombre,Soltero,Urbana,Antioquia,Tecnico,Tecnico,Publico,Universitario,Presencial,Ciencias sociales y humanas,12,2,2022,0,0,0
19,3.77,0,1.02,58,Mujer,Soltero,Rural,Córdoba,Tecnico,Bachillerato,Publico,Universitario,Distancia tradicional,"Economia, administracion, contaduria y afines",4,2,2022,1,0,0
16,3.7,2,5.03,51,Hombre,Union libre,Urbana,Meta,Primaria,Tecnico,Privado,Universitario,Distancia tradicional,"Ingenieria, arquitectura, urbanismo y afines",8,1,2021,1,0,0
21,3.53,0,18.67,45,Mujer,Soltero,Urbana,Risaralda,Bachillerato,Primaria,Publico,Tecnologico,Presencial,"Ingenieria, arquitectura, urbanismo y afines",2,5,2024,1,0,0
21,2.74,1,2.15,46,Mujer,Casado,Urbana,Huila,Primaria,Bachillerato,Publico,Universitario,Presencial,Ciencias de la salud,9,6,2025,0,0,1
18,4.34,0,9.04,86,Mujer,Soltero,Rural,Antioquia,Primaria,Ninguno,Publico,Tecnico profesional,Distancia tradicional,Ciencias de la salud,2,2,2022,1,1,0
15,3.35,1,10.56,36,Mujer,Soltero,Urbana,Córdoba,Primaria,Primaria,Privado,Universitario,Presencial,Ciencias sociales y humanas,10,2,2023,1,0,0
17,2.99,1,2.88,40,Hombre,Soltero,Urbana,Valle del Cauca,Bachillerato,Bachillerato,Publico,Tecnico profesional,Virtual,Ciencias sociales y humanas,2,2,2025,1,0,0
24,1.88,3,5.46,26,Mujer,Soltero,Rural,Santander,Bachillerato,Bachillerato,Privado,Tecnologico,Presencial,"Economia, administracion, contaduria y afines",12,1,2023,0,0,0
16,4.58,0,4.1,92,Mujer,Soltero,Urbana,Antioquia,Bachillerato,Primaria,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",3,2,2025,0,0,0
20,3.26,3,2.83,42,Mujer,Soltero,Urbana,Cauca,Tecnico,Bachillerato,Privado,Universitario,Presencial,Ciencias de la educacion,9,1,2022,1,1,0
20,4.34,0,4.57,90,Mujer,Soltero,Urbana,Cundinamarca,Primaria,Primaria,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",9,2,2024,1,0,0
18,2.77,4,1.17,41,Mujer,Soltero,Urbana,Magdalena,Bachillerato,Bachillerato,Privado,Tecnologico,Presencial,Ciencias de la salud,8,2,2024,0,1,0
24,3.44,3,4.98,45,Hombre,Soltero,Urbana,Tolima,Universitario,Bachillerato,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",6,2,2025,1,0,0
19,3.55,1,7.02,65,Mujer,Soltero,Urbana,Cundinamarca,Primaria,Bachillerato,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",10,3,2025,0,0,0
17,4.11,0,4.61,56,Hombre,Soltero,Urbana,Arauca,Bachillerato,Universitario,Privado,Universitario,Virtual,"Economia, administracion, contaduria y afines",10,3,2023,0,0,1
18,3.94,0,7.0,67,Hombre,Casado,Urbana,Valle del Cauca,Universitario,Universitario,Publico,Tecnologico,Virtual,"Ingenieria, arquitectura, urbanismo y afines",9,3,2025,0,0,0
23,4.92,0,6.02,100,Hombre,Soltero,Rural,Huila,Bachillerato,Primaria,Privado,Tecnico profesional,Presencial,Ciencias sociales y humanas,12,1,2022,0,0,0
20,4.25,1,14.98,69,Mujer,Soltero,Urbana,Cundinamarca,Primaria,Bachillerato,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",10,1,2024,0,0,1
25,4.08,0,26.12,85,Hombre,Soltero,Urbana,Bogotá D.C.,Universitario,Ninguno,Privado,Tecnologico,Presencial,"Ingenieria, arquitectura, urbanismo y afines",3,1,2025,1,0,0
15,3.42,1,21.39,22,Hombre,Union libre,Urbana,Atlántico,Primaria,Primaria,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",6,3,2023,1,0,0
17,3.82,1,5.12,54,Hombre,Soltero,Urbana,Huila,Bachillerato,Bachillerato,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",11,2,2024,0,0,1
17,3.56,3,23.08,65,Hombre,Soltero,Urbana,Bogotá D.C.,Primaria,Primaria,Privado,Tecnologico,Presencial,"Economia, administracion, contaduria y afines",5,3,2024,0,0,0
20,4.38,1,12.69,89,Hombre,Soltero,Urbana,Chocó,Primaria,Bachillerato,Publico,Tecnologico,Presencial,"Ingenieria, arquitectura, urbanismo y afines",3,1,2025,0,0,0
27,4.0,0,9.01,53,Hombre,Union libre,Urbana,Valle del Cauca,Bachillerato,Bachillerato,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",4,2,2021,0,0,0
17,2.63,1,19.91,34,Mujer,Soltero,Urbana,Cauca,Bachillerato,Tecnico,Publico,Tecnologico,Presencial,Ciencias sociales y humanas,10,3,2025,1,1,0
21,4.09,0,26.67,59,Hombre,Soltero,Urbana,Atlántico,Universitario,Tecnico,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",10,3,2024,0,1,0
19,2.63,1,14.86,54,Mujer,Soltero,Urbana,Antioquia,Universitario,Bachillerato,Privado,Tecnologico,Virtual,Ciencias sociales y humanas,2,4,2024,0,0,0
23,2.47,3,1.94,38,Mujer,Soltero,Urbana,Antioquia,Primaria,Tecnico,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",10,2,2025,1,0,0
21,2.58,3,1.37,35,Hombre,Soltero,Rural,Cundinamarca,Primaria,Bachillerato,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",2,4,2025,1,0,0
24,4.25,0,15.62,61,Hombre,Soltero,Urbana,Cundinamarca,Bachillerato,Primaria,Publico,Tecnologico,Presencial,Ciencias de la educacion,1,2,2024,1,0,0
20,3.43,1,22.21,41,Hombre,Casado,Urbana,Boyacá,Universitario,Universitario,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",10,2,2024,0,1,0
22,4.1,0,88.97,70,Hombre,Soltero,Rural,Valle del Cauca,Universitario,Bachillerato,Privado,Tecnologico,Distancia tradicional,"Economia, administracion, contaduria y afines",12,1,2024,1,1,0
15,2.93,0,7.09,56,Mujer,Soltero,Urbana,Norte de Santander,Bachillerato,Primaria,Publico,Universitario,Presencial,"Agronomia, veterinaria y afines",8,3,2024,1,1,0
15,3.8,0,11.21,58,Hombre,Soltero,Urbana,Tolima,Bachillerato,Primaria,Publico,Tecnologico,Presencial,"Ingenieria, arquitectura, urbanismo y afines",10,1,2021,0,0,0
25,3.04,0,1.67,42,Mujer,Union libre,Rural,Antioquia,Primaria,Tecnico,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",8,4,2023,0,0,0
16,2.75,1,2.38,33,Mujer,Soltero,Rural,Antioquia,Primaria,Bachillerato,Publico,Universitario,Presencial,Ciencias de la salud,3,3,2022,0,0,0
19,3.09,2,6.42,25,Mujer,Soltero,Urbana,Córdoba,Posgrado,Tecnico,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",8,1,2021,0,0,0
